route_id,service_id,trip_id,direction_id,shape_id
6612,3,14672574,1,307256
6612,3,14672575,1,307255
6612,3,14672576,1,307256
6612,3,14672577,1,307255
6612,3,14672578,1,307256
6612,3,14672579,1,307255
6612,3,14672580,1,307256
6612,3,14672581,1,307255
6612,3,14672582,1,307256
6612,3,14672583,1,307256
6612,3,14672584,1,307256
6612,3,14672585,1,307256
6612,3,14672586,1,307256
6612,3,14672587,1,307256
6612,3,14672588,1,307256
6612,3,14672589,1,307256
6612,3,14672590,1,307256
6612,3,14672591,1,307256
6612,3,14672592,1,307256
6612,3,14672593,1,307256
6612,3,14672594,1,307256
6612,3,14672595,1,307256
6612,3,14672596,1,307256
6612,3,14672597,1,307256
6612,3,14672598,1,307256
6612,3,14672599,1,307256
6612,3,14672600,1,307256
6612,3,14672601,1,307256
6612,3,14672602,1,307256
6612,3,14672603,1,307256
6612,3,14672604,1,307256
6612,3,14672605,1,307256
6612,3,14672606,1,307256
6612,3,14672607,1,307256
6612,3,14672608,1,307256
6612,3,14672609,1,307256
6612,3,14672610,1,307256
6612,3,14672611,1,307256
6612,3,14672612,1,307256
6612,3,14672613,1,307256
6612,3,14672614,1,307256
6612,3,14672615,1,307256
6612,3,14672616,1,307256
6613,1,14672617,0,307257
6613,1,14672618,0,307257
6613,1,14672619,0,307257
6613,1,14672620,0,307257
6613,1,14672621,0,307257
6613,1,14672622,0,307257
6613,1,14672623,0,307257
6613,1,14672624,0,307257
6613,1,14672625,0,307257
6613,1,14672626,0,307257
6613,1,14672627,0,307257
6613,1,14672628,0,307257
6613,1,14672629,0,307257
6613,1,14672630,0,307257
6613,1,14672631,0,307257
6613,1,14672632,0,307257
6613,1,14672633,0,307257
6613,1,14672634,0,307257
6613,1,14672635,0,307257
6613,1,14672636,0,307257
6613,1,14672637,0,307257
6613,1,14672638,0,307257
6613,1,14672639,0,307257
6613,1,14672640,0,307257
6613,1,14672641,0,307257
6613,1,14672642,0,307257
6613,1,14672643,0,307257
6613,1,14672644,0,307257
6613,1,14672645,0,307257
6613,1,14672646,0,307257
6613,1,14672647,0,307257
6613,1,14672648,0,307257
6613,1,14672649,0,307257
6613,1,14672650,0,307257
6613,1,14672651,0,307257
6613,1,14672652,0,307257
6613,1,14672653,0,307257
6613,1,14672654,0,307257
6613,1,14672655,0,307257
6613,1,14672656,0,307257
6613,1,14672657,0,307257
6613,1,14672658,0,307257
6613,1,14672659,0,307257
6613,1,14672660,0,307257
6613,1,14672661,0,307257
6613,1,14672662,0,307257
6613,1,14672663,0,307257
6613,1,14672664,0,307257
6613,1,14672665,0,307257
6613,1,14672666,0,307257
6613,1,14672667,0,307257
6613,1,14672668,0,307257
6613,1,14672669,0,307257
6613,1,14672670,0,307257
6613,1,14672671,0,307257
6613,1,14672672,0,307257
6613,1,14672673,0,307257
6613,1,14672674,0,307257
6613,1,14672675,0,307257
6613,1,14672676,0,307257
6613,1,14672677,0,307257
6613,1,14672678,0,307257
6613,1,14672679,0,307257
6613,1,14672680,0,307257
6613,1,14672681,0,307257
6613,1,14672682,0,307257
6613,1,14672683,0,307257
6613,1,14672684,0,307257
6613,1,14672685,0,307257
6613,1,14672686,0,307257
6613,1,14672687,0,307257
6613,1,14672688,0,307257
6613,1,14672689,0,307257
6613,1,14672690,0,307257
6613,1,14672691,0,307257
6613,1,14672692,0,307257
6613,1,14672693,0,307257
6613,1,14672694,0,307257
6613,1,14672695,0,307257
6613,1,14672696,0,307257
6613,1,14672697,0,307257
6613,1,14672698,0,307257
6613,1,14672699,0,307257
6613,1,14672700,0,307257
6613,1,14672701,0,307257
6613,1,14672702,1,307258
6613,1,14672703,1,307258
6613,1,14672704,1,307258
6613,1,14672705,1,307258
6613,1,14672706,1,307258
6613,1,14672707,1,307258
6613,1,14672708,1,307258
6613,1,14672709,1,307258
6613,1,14672710,1,307258
6613,1,14672711,1,307258
6613,1,14672712,1,307258
6613,1,14672713,1,307258
6613,1,14672714,1,307258
6613,1,14672715,1,307258
6613,1,14672716,1,307258
6613,1,14672717,1,307258
6613,1,14672718,1,307258
6613,1,14672719,1,307258
6613,1,14672720,1,307258
6613,1,14672721,1,307258
6613,1,14672722,1,307258
6613,1,14672723,1,307258
6613,1,14672724,1,307258
6613,1,14672725,1,307258
6613,1,14672726,1,307258
6613,1,14672727,1,307258
6613,1,14672728,1,307258
6613,1,14672729,1,307258
6613,1,14672730,1,307258
6613,1,14672731,1,307258
6613,1,14672732,1,307258
6613,1,14672733,1,307258
6613,1,14672734,1,307258
6613,1,14672735,1,307258
6613,1,14672736,1,307258
6613,1,14672737,1,307258
6613,1,14672738,1,307258
6613,1,14672739,1,307258
6613,1,14672740,1,307258
6613,1,14672741,1,307258
6613,1,14672742,1,307258
6613,1,14672743,1,307258
6613,1,14672744,1,307258
6613,1,14672745,1,307258
6613,1,14672746,1,307258
6613,1,14672747,1,307258
6613,1,14672748,1,307258
6613,1,14672749,1,307258
6613,1,14672750,1,307258
6613,1,14672751,1,307258
6613,1,14672752,1,307258
6613,1,14672753,1,307258
6613,1,14672754,1,307258
6613,1,14672755,1,307258
6613,1,14672756,1,307258
6613,1,14672757,1,307258
6613,1,14672758,1,307258
6613,1,14672759,1,307258
6613,1,14672760,1,307258
6613,1,14672761,1,307258
6613,1,14672762,1,307258
6613,1,14672763,1,307258
6613,1,14672764,1,307258
6613,1,14672765,1,307258
6613,1,14672766,1,307258
6613,1,14672767,1,307258
6613,1,14672768,1,307258
6613,1,14672769,1,307258
6613,1,14672770,1,307258
6613,1,14672771,1,307258
6613,1,14672772,1,307258
6613,1,14672773,1,307258
6613,1,14672774,1,307258
6613,1,14672775,1,307258
6613,1,14672776,1,307258
6613,1,14672777,1,307258
6613,1,14672778,1,307258
6613,1,14672779,1,307258
6613,1,14672780,1,307258
6613,1,14672781,1,307258
6613,1,14672782,1,307258
6613,1,14672783,1,307258
6613,1,14672784,1,307258
6613,1,14672785,1,307258
6613,1,14672786,1,307258
6613,2,14672787,0,307257
6613,2,14672788,0,307257
6613,2,14672789,0,307257
6613,2,14672790,0,307257
6613,2,14672791,0,307257
6613,2,14672792,0,307257
6613,2,14672793,0,307257
6613,2,14672794,0,307257
6613,2,14672795,0,307257
6613,2,14672796,0,307257
6613,2,14672797,0,307257
6613,2,14672798,0,307257
6613,2,14672799,0,307257
6613,2,14672800,0,307257
6613,2,14672801,0,307257
6613,2,14672802,0,307257
6613,2,14672803,0,307257
6613,2,14672804,0,307257
6613,2,14672805,0,307257
6613,2,14672806,0,307257
6613,2,14672807,0,307257
6613,2,14672808,0,307257
6613,2,14672809,0,307257
6613,2,14672810,0,307257
6613,2,14672811,0,307257
6613,2,14672812,0,307257
6613,2,14672813,0,307257
6613,2,14672814,0,307257
6613,2,14672815,0,307257
6613,2,14672816,0,307257
6613,2,14672817,0,307257
6613,2,14672818,0,307257
6613,2,14672819,0,307257
6613,2,14672820,0,307257
6613,2,14672821,0,307257
6613,2,14672822,0,307257
6613,2,14672823,0,307257
6613,2,14672824,0,307257
6613,2,14672825,0,307257
6613,2,14672826,0,307257
6613,2,14672827,0,307257
6613,2,14672828,0,307257
6613,2,14672829,0,307257
6613,2,14672830,0,307257
6613,2,14672831,0,307257
6613,2,14672832,0,307257
6613,2,14672833,0,307257
6613,2,14672834,0,307257
6613,2,14672835,0,307257
6613,2,14672836,0,307257
6613,2,14672837,0,307257
6613,2,14672838,0,307257
6613,2,14672839,0,307257
6613,2,14672840,0,307257
6613,2,14672841,0,307257
6613,2,14672842,0,307257
6613,2,14672843,0,307257
6613,2,14672844,0,307257
6613,2,14672845,0,307257
6613,2,14672846,0,307257
6613,2,14672847,0,307257
6613,2,14672848,0,307257
6613,2,14672849,0,307257
6613,2,14672850,0,307257
6613,2,14672851,0,307257
6613,2,14672852,0,307257
6613,2,14672853,0,307257
6613,2,14672854,0,307257
6613,2,14672855,0,307257
6613,2,14672856,0,307257
6613,2,14672857,0,307257
6613,2,14672858,0,307257
6613,2,14672859,0,307257
6613,2,14672860,0,307257
6613,2,14672861,0,307257
6613,2,14672862,0,307257
6613,2,14672863,0,307257
6613,2,14672864,0,307257
6613,2,14672865,0,307257
6613,2,14672866,1,307258
6613,2,14672867,1,307258
6613,2,14672868,1,307258
6613,2,14672869,1,307258
6613,2,14672870,1,307258
6613,2,14672871,1,307258
6613,2,14672872,1,307258
6613,2,14672873,1,307258
6613,2,14672874,1,307258
6613,2,14672875,1,307258
6613,2,14672876,1,307258
6613,2,14672877,1,307258
6613,2,14672878,1,307258
6613,2,14672879,1,307258
6613,2,14672880,1,307258
6613,2,14672881,1,307258
6613,2,14672882,1,307258
6613,2,14672883,1,307258
6613,2,14672884,1,307258
6613,2,14672885,1,307258
6613,2,14672886,1,307258
6613,2,14672887,1,307258
6613,2,14672888,1,307258
6613,2,14672889,1,307258
6613,2,14672890,1,307258
6613,2,14672891,1,307258
6613,2,14672892,1,307258
6613,2,14672893,1,307258
6613,2,14672894,1,307258
6613,2,14672895,1,307258
6613,2,14672896,1,307258
6613,2,14672897,1,307258
6613,2,14672898,1,307258
6613,2,14672899,1,307258
6613,2,14672900,1,307258
6613,2,14672901,1,307258
6613,2,14672902,1,307258
6613,2,14672903,1,307258
6613,2,14672904,1,307258
6613,2,14672905,1,307258
6613,2,14672906,1,307258
6613,2,14672907,1,307258
6613,2,14672908,1,307258
6613,2,14672909,1,307258
6613,2,14672910,1,307258
6613,2,14672911,1,307258
6613,2,14672912,1,307258
6613,2,14672913,1,307258
6613,2,14672914,1,307258
6613,2,14672915,1,307258
6613,2,14672916,1,307258
6613,2,14672917,1,307258
6613,2,14672918,1,307258
6613,2,14672919,1,307258
6613,2,14672920,1,307258
6613,2,14672921,1,307258
6613,2,14672922,1,307258
6613,2,14672923,1,307258
6613,2,14672924,1,307258
6613,2,14672925,1,307258
6613,2,14672926,1,307258
6613,2,14672927,1,307258
6613,2,14672928,1,307258
6613,2,14672929,1,307258
6613,2,14672930,1,307258
6613,2,14672931,1,307258
6613,2,14672932,1,307258
6613,2,14672933,1,307258
6613,2,14672934,1,307258
6613,2,14672935,1,307258
6613,2,14672936,1,307258
6613,2,14672937,1,307258
6613,2,14672938,1,307258
6613,2,14672939,1,307258
6613,2,14672940,1,307258
6613,2,14672941,1,307258
6613,2,14672942,1,307258
6613,2,14672943,1,307258
6613,2,14672944,1,307258
6613,3,14672945,0,307257
6613,3,14672946,0,307257
6613,3,14672947,0,307257
6613,3,14672948,0,307257
6613,3,14672949,0,307257
6613,3,14672950,0,307257
6613,3,14672951,0,307257
6613,3,14672952,0,307257
6613,3,14672953,0,307257
6613,3,14672954,0,307257
6613,3,14672955,0,307257
6613,3,14672956,0,307257
6613,3,14672957,0,307257
6613,3,14672958,0,307257
6613,3,14672959,0,307257
6613,3,14672960,0,307257
6613,3,14672961,0,307257
6613,3,14672962,0,307257
6613,3,14672963,0,307257
6613,3,14672964,0,307257
6613,3,14672965,0,307257
6613,3,14672966,0,307257
6613,3,14672967,0,307257
6613,3,14672968,0,307257
6613,3,14672969,0,307257
6613,3,14672970,0,307257
6613,3,14672971,0,307257
6613,3,14672972,0,307257
6613,3,14672973,0,307257
6613,3,14672974,0,307257
6613,3,14672975,0,307257
6613,3,14672976,0,307257
6613,3,14672977,0,307257
6613,3,14672978,0,307257
6613,3,14672979,0,307257
6613,3,14672980,0,307257
6613,3,14672981,0,307257
6613,3,14672982,0,307257
6613,3,14672983,0,307257
6613,3,14672984,0,307257
6613,3,14672985,0,307257
6613,3,14672986,0,307257
6613,3,14672987,0,307257
6613,3,14672988,0,307257
6613,3,14672989,0,307257
6613,3,14672990,0,307257
6613,3,14672991,0,307257
6613,3,14672992,0,307257
6613,3,14672993,0,307257
6613,3,14672994,0,307257
6613,3,14672995,0,307257
6613,3,14672996,0,307257
6613,3,14672997,0,307257
6613,3,14672998,0,307257
6613,3,14672999,0,307257
6613,3,14673000,0,307257
6613,3,14673001,0,307257
6613,3,14673002,0,307257
6613,3,14673003,0,307257
6613,3,14673004,0,307257
6613,3,14673005,0,307257
6613,3,14673006,0,307257
6613,3,14673007,0,307257
6613,3,14673008,0,307257
6613,3,14673009,0,307257
6613,3,14673010,0,307257
6613,3,14673011,0,307257
6613,3,14673012,0,307257
6613,3,14673013,0,307257
6613,3,14673014,0,307257
6613,3,14673015,0,307257
6613,3,14673016,0,307257
6613,3,14673017,0,307257
6613,3,14673018,0,307257
6613,3,14673019,1,307258
6613,3,14673020,1,307258
6613,3,14673021,1,307258
6613,3,14673022,1,307258
6613,3,14673023,1,307258
6613,3,14673024,1,307258
6613,3,14673025,1,307258
6613,3,14673026,1,307258
6613,3,14673027,1,307258
6613,3,14673028,1,307258
6613,3,14673029,1,307258
6613,3,14673030,1,307258
6613,3,14673031,1,307258
6613,3,14673032,1,307258
6613,3,14673033,1,307258
6613,3,14673034,1,307258
6613,3,14673035,1,307258
6613,3,14673036,1,307258
6613,3,14673037,1,307258
6613,3,14673038,1,307258
6613,3,14673039,1,307258
6613,3,14673040,1,307258
6613,3,14673041,1,307258
6613,3,14673042,1,307258
6613,3,14673043,1,307258
6613,3,14673044,1,307258
6613,3,14673045,1,307258
6613,3,14673046,1,307258
6613,3,14673047,1,307258
6613,3,14673048,1,307258
6613,3,14673049,1,307258
6613,3,14673050,1,307258
6613,3,14673051,1,307258
6613,3,14673052,1,307258
6613,3,14673053,1,307258
6613,3,14673054,1,307258
6613,3,14673055,1,307258
6613,3,14673056,1,307258
6613,3,14673057,1,307258
6613,3,14673058,1,307258
6613,3,14673059,1,307258
6613,3,14673060,1,307258
6613,3,14673061,1,307258
6613,3,14673062,1,307258
6613,3,14673063,1,307258
6613,3,14673064,1,307258
6613,3,14673065,1,307258
6613,3,14673066,1,307258
6613,3,14673067,1,307258
6613,3,14673068,1,307258
6613,3,14673069,1,307258
6613,3,14673070,1,307258
6613,3,14673071,1,307258
6613,3,14673072,1,307258
6613,3,14673073,1,307258
6613,3,14673074,1,307258
6613,3,14673075,1,307258
6613,3,14673076,1,307258
6613,3,14673077,1,307258
6613,3,14673078,1,307258
6613,3,14673079,1,307258
6613,3,14673080,1,307258
6613,3,14673081,1,307258
6613,3,14673082,1,307258
6613,3,14673083,1,307258
6613,3,14673084,1,307258
6613,3,14673085,1,307258
6613,3,14673086,1,307258
6613,3,14673087,1,307258
6613,3,14673088,1,307258
6613,3,14673089,1,307258
6613,3,14673090,1,307258
6613,3,14673091,1,307258
6613,3,14673092,1,307258
6614,152201,14673093,0,307262
6614,1,14673094,0,307260
6614,1,14673095,0,307260
6614,1,14673096,0,307262
6614,1,14673097,0,307260
6614,1,14673098,0,307260
6614,1,14673099,0,307260
6614,1,14673100,0,307260
6614,152201,14673101,0,307262
6614,152201,14673102,0,307262
6614,152201,14673103,0,307262
6614,1,14673104,0,307260
6614,1,14673105,0,307263
6614,1,14673106,0,307260
6614,1,14673107,0,307263
6614,1,14673108,0,307260
6614,1,14673109,0,307260
6614,1,14673110,0,307260
6614,1,14673111,0,307260
6614,1,14673112,0,307260
6614,1,14673113,0,307260
6614,1,14673114,0,307262
6614,1,14673115,0,307260
6614,152301,14673116,0,307261
6614,1,14673117,0,307260
6614,1,14673118,0,307260
6614,1,14673119,0,307260
6614,152301,14673120,0,307261
6614,152301,14673121,0,307261
6614,152301,14673122,0,307261
6614,152301,14673123,0,307261
6614,152301,14673124,0,307261
6614,152301,14673125,0,307261
6614,152301,14673126,0,307261
6614,152301,14673127,0,307261
6614,152301,14673128,0,307261
6614,1,14673129,0,307264
6614,1,14673130,0,307264
6614,1,14673131,0,307264
6614,1,14673132,0,307264
6614,1,14673133,0,307264
6614,1,14673134,0,307260
6614,1,14673135,0,307260
6614,1,14673136,0,307260
6614,1,14673137,0,307260
6614,152201,14673138,0,307262
6614,1,14673139,0,307262
6614,1,14673140,0,307260
6614,1,14673141,0,307263
6614,1,14673142,0,307263
6614,1,14673143,0,307260
6614,1,14673144,0,307260
6614,1,14673145,0,307260
6614,1,14673146,0,307260
6614,1,14673147,0,307260
6614,1,14673148,0,307260
6614,152201,14673149,0,307262
6614,1,14673150,0,307260
6614,1,14673151,0,307260
6614,152201,14673152,0,307262
6614,1,14673153,0,307260
6614,1,14673154,0,307260
6614,1,14673155,0,307260
6614,1,14673156,0,307260
6614,1,14673157,0,307260
6614,1,14673158,0,307260
6614,1,14673159,0,307260
6614,152201,14673160,0,307262
6614,1,14673161,0,307260
6614,1,14673162,0,307260
6614,1,14673163,0,307260
6614,1,14673164,0,307260
6614,1,14673165,0,307260
6614,1,14673166,0,307260
6614,1,14673167,0,307260
6614,1,14673168,0,307260
6614,1,14673169,0,307260
6614,1,14673170,0,307260
6614,1,14673171,0,307260
6614,1,14673172,0,307263
6614,1,14673173,0,307263
6614,1,14673174,0,307260
6614,1,14673175,0,307260
6614,1,14673176,0,307260
6614,152201,14673177,0,307262
6614,152201,14673178,0,307262
6614,1,14673179,0,307260
6614,1,14673180,1,307274
6614,1,14673181,1,307273
6614,1,14673182,1,307274
6614,1,14673183,1,307274
6614,1,14673184,1,307274
6614,1,14673185,1,307274
6614,1,14673186,1,307274
6614,1,14673187,1,307274
6614,152201,14673188,1,307271
6614,152201,14673189,1,307271
6614,152301,14673190,1,307270
6614,152301,14673191,1,307270
6614,152301,14673192,1,307270
6614,152301,14673193,1,307270
6614,152301,14673194,1,307270
6614,152301,14673195,1,307270
6614,152301,14673196,1,307270
6614,152301,14673197,1,307270
6614,152301,14673198,1,307268
6614,152301,14673199,1,307270
6614,1,14673200,1,307274
6614,1,14673201,1,307274
6614,1,14673202,1,307274
6614,1,14673203,1,307274
6614,1,14673204,1,307274
6614,1,14673205,1,307274
6614,1,14673206,1,307274
6614,152201,14673207,1,307271
6614,1,14673208,1,307273
6614,1,14673209,1,307274
6614,1,14673210,1,307274
6614,1,14673211,1,307274
6614,1,14673212,1,307274
6614,1,14673213,1,307274
6614,1,14673214,1,307274
6614,1,14673215,1,307274
6614,1,14673216,1,307274
6614,152201,14673217,1,307271
6614,1,14673218,1,307274
6614,1,14673219,1,307265
6614,1,14673220,1,307274
6614,1,14673221,1,307274
6614,152201,14673222,1,307271
6614,1,14673223,1,307274
6614,1,14673224,1,307274
6614,1,14673225,1,307274
6614,1,14673226,1,307274
6614,1,14673227,1,307274
6614,1,14673228,1,307274
6614,1,14673229,1,307274
6614,1,14673230,1,307274
6614,1,14673231,1,307274
6614,1,14673232,1,307274
6614,1,14673233,1,307274
6614,1,14673234,1,307274
6614,1,14673235,1,307265
6614,1,14673236,1,307274
6614,1,14673237,1,307274
6614,1,14673238,1,307274
6614,152201,14673239,1,307271
6614,152201,14673240,1,307271
6614,152201,14673241,1,307269
6614,1,14673242,1,307274
6614,1,14673243,1,307274
6614,1,14673244,1,307274
6614,1,14673245,1,307274
6614,1,14673246,1,307274
6614,1,14673247,1,307274
6614,1,14673248,1,307274
6614,152201,14673249,1,307271
6614,1,14673250,1,307274
6614,1,14673251,1,307274
6614,1,14673252,1,307274
6614,1,14673253,1,307274
6614,1,14673254,1,307274
6614,1,14673255,1,307274
6614,1,14673256,1,307274
6614,1,14673257,1,307274
6614,1,14673258,1,307265
6614,1,14673259,1,307274
6614,152201,14673260,1,307271
6614,2,14673261,0,307260
6614,2,14673262,0,307260
6614,2,14673263,0,307260
6614,2,14673264,0,307260
6614,2,14673265,0,307260
6614,2,14673266,0,307260
6614,2,14673267,0,307260
6614,2,14673268,0,307263
6614,2,14673269,0,307260
6614,2,14673270,0,307260
6614,2,14673271,0,307260
6614,2,14673272,0,307260
6614,2,14673273,0,307260
6614,2,14673274,0,307260
6614,2,14673275,0,307260
6614,2,14673276,0,307259
6614,2,14673277,0,307263
6614,2,14673278,0,307260
6614,2,14673279,0,307259
6614,2,14673280,0,307259
6614,2,14673281,0,307263
6614,2,14673282,0,307264
6614,2,14673283,0,307264
6614,2,14673284,0,307260
6614,2,14673285,0,307260
6614,2,14673286,0,307263
6614,2,14673287,0,307260
6614,2,14673288,0,307260
6614,2,14673289,0,307260
6614,2,14673290,0,307260
6614,2,14673291,0,307260
6614,2,14673292,0,307260
6614,2,14673293,0,307260
6614,2,14673294,0,307263
6614,2,14673295,0,307259
6614,2,14673296,0,307260
6614,2,14673297,0,307263
6614,2,14673298,0,307263
6614,2,14673299,0,307259
6614,2,14673300,0,307260
6614,2,14673301,0,307259
6614,2,14673302,0,307260
6614,2,14673303,0,307262
6614,2,14673304,0,307260
6614,2,14673305,0,307260
6614,2,14673306,0,307260
6614,2,14673307,0,307262
6614,2,14673308,0,307259
6614,2,14673309,0,307259
6614,2,14673310,0,307263
6614,2,14673311,0,307263
6614,2,14673312,0,307263
6614,2,14673313,0,307260
6614,2,14673314,0,307260
6614,2,14673315,0,307260
6614,2,14673316,0,307259
6614,2,14673317,0,307260
6614,2,14673318,0,307260
6614,2,14673319,0,307260
6614,2,14673320,0,307260
6614,2,14673321,0,307262
6614,2,14673322,0,307259
6614,2,14673323,0,307260
6614,2,14673324,0,307260
6614,2,14673325,0,307260
6614,2,14673326,0,307263
6614,2,14673327,0,307260
6614,2,14673328,0,307260
6614,2,14673329,0,307260
6614,2,14673330,0,307260
6614,2,14673331,0,307260
6614,2,14673332,0,307260
6614,2,14673333,0,307260
6614,2,14673334,0,307260
6614,2,14673335,0,307260
6614,2,14673336,0,307264
6614,2,14673337,0,307260
6614,2,14673338,1,307273
6614,2,14673339,1,307274
6614,2,14673340,1,307274
6614,2,14673341,1,307274
6614,2,14673342,1,307274
6614,2,14673343,1,307274
6614,2,14673344,1,307273
6614,2,14673345,1,307274
6614,2,14673346,1,307274
6614,2,14673347,1,307274
6614,2,14673348,1,307274
6614,2,14673349,1,307274
6614,2,14673350,1,307274
6614,2,14673351,1,307265
6614,2,14673352,1,307274
6614,2,14673353,1,307267
6614,2,14673354,1,307267
6614,2,14673355,1,307267
6614,2,14673356,1,307274
6614,2,14673357,1,307274
6614,2,14673358,1,307274
6614,2,14673359,1,307274
6614,2,14673360,1,307274
6614,2,14673361,1,307273
6614,2,14673362,1,307265
6614,2,14673363,1,307274
6614,2,14673364,1,307274
6614,2,14673365,1,307274
6614,2,14673366,1,307267
6614,2,14673367,1,307274
6614,2,14673368,1,307274
6614,2,14673369,1,307274
6614,2,14673370,1,307274
6614,2,14673371,1,307267
6614,2,14673372,1,307274
6614,2,14673373,1,307266
6614,2,14673374,1,307274
6614,2,14673375,1,307267
6614,2,14673376,1,307274
6614,2,14673377,1,307273
6614,2,14673378,1,307274
6614,2,14673379,1,307267
6614,2,14673380,1,307274
6614,2,14673381,1,307274
6614,2,14673382,1,307267
6614,2,14673383,1,307274
6614,2,14673384,1,307271
6614,2,14673385,1,307274
6614,2,14673386,1,307274
6614,2,14673387,1,307274
6614,2,14673388,1,307274
6614,2,14673389,1,307274
6614,2,14673390,1,307274
6614,2,14673391,1,307274
6614,2,14673392,1,307274
6614,2,14673393,1,307274
6614,2,14673394,1,307274
6614,2,14673395,1,307274
6614,2,14673396,1,307274
6614,2,14673397,1,307274
6614,2,14673398,1,307273
6614,2,14673399,1,307272
6614,2,14673400,1,307267
6614,2,14673401,1,307274
6614,2,14673402,1,307274
6614,2,14673403,1,307274
6614,2,14673404,1,307274
6614,2,14673405,1,307274
6614,2,14673406,1,307274
6614,2,14673407,1,307274
6614,3,14673408,0,307262
6614,3,14673409,0,307260
6614,3,14673410,0,307260
6614,3,14673411,0,307262
6614,3,14673412,0,307259
6614,3,14673413,0,307260
6614,3,14673414,0,307260
6614,3,14673415,0,307260
6614,3,14673416,0,307263
6614,3,14673417,0,307260
6614,3,14673418,0,307260
6614,3,14673419,0,307260
6614,3,14673420,0,307260
6614,3,14673421,0,307260
6614,3,14673422,0,307260
6614,3,14673423,0,307259
