Route,Stop,Time Period,Avg Headway,Std Headway,Min Headway,Max Headway,Count,Bunching Rate %
501,Northbound 200 St @ 7800 Block,Morning Rush,11.459090909090909,7.209054351748546,0.55,28.033333333333335,11,9.090909090909092
342,Eastbound 58 Ave @ 176 St,Midday,13.862121212121211,9.752344706414313,0.95,28.3,11,9.090909090909092
501,Northbound 200 St @ 7600 Block,Morning Rush,11.703030303030305,7.238062272082595,0.55,28.033333333333335,11,9.090909090909092
028,Kootenay Loop @ Bay 6,Midday,16.99848484848485,7.6410566988308295,2.15,29.616666666666667,11,9.090909090909092
342,Westbound Douglas Cres @ 204 St,Morning Rush,18.87727272727273,10.27735177932329,2.05,31.8,11,9.090909090909092
019,Eastbound Kingsway @ Fraser St,Midday,8.42878787878788,3.3597378445108457,1.95,12.683333333333334,11,9.090909090909092
342,Westbound 56 Ave @ Production Way,Morning Rush,18.38030303030303,10.38976210341972,1.4666666666666668,31.35,11,9.090909090909092
342,Westbound 56 Ave @ 203 St,Morning Rush,18.687878787878788,10.382143032119812,1.4666666666666668,31.516666666666666,11,9.090909090909092
008,Southbound Fraser St @ E 41 Ave,Midday,11.756060606060606,4.532746731209778,1.8,19.516666666666666,11,9.090909090909092
019,Eastbound Kingsway @ Dumfries St,Midday,8.057575757575757,3.3832295849147487,1.7666666666666666,12.316666666666666,11,9.090909090909092
410,Southbound No. 6 Rd @ Cambie Rd,Morning Rush,8.787878787878789,4.642238164977663,0.13333333333333333,17.233333333333334,22,9.090909090909092
019,Eastbound Kingsway @ E 12 Ave,Midday,8.774242424242424,3.1390848244916127,2.783333333333333,12.866666666666667,11,9.090909090909092
019,Eastbound Kingsway @ E 13 Ave,Midday,8.704545454545455,3.1837616719595054,2.8,12.766666666666667,11,9.090909090909092
342,Westbound 56 Ave @ 200 St,Morning Rush,18.51060606060606,10.459998599764283,1.4666666666666668,31.583333333333332,11,9.090909090909092
130,Eastbound E Hastings St @ Cassiar St,Morning Rush,10.277272727272727,4.997901074602733,0.7666666666666667,16.0,11,9.090909090909092
019,Eastbound Kingsway @ Glen Dr,Midday,8.166666666666666,3.3013381125436605,1.9666666666666668,12.333333333333334,11,9.090909090909092
410,Southbound No. 6 Rd @ Maycrest Way,Morning Rush,8.681818181818182,4.673441536604025,0.13333333333333333,17.25,22,9.090909090909092
342,Westbound 56 Ave @ 198 St,Morning Rush,18.416666666666668,10.41979153129061,1.4666666666666668,31.25,11,9.090909090909092
002,Westbound Cornwall Ave @ Arbutus St,Midday,7.504545454545454,3.22327551576111,2.4166666666666665,11.316666666666666,11,9.090909090909092
410,Southbound No. 6 Rd @ Mayfield Place,Morning Rush,8.695454545454545,4.665924492622161,0.13333333333333333,17.233333333333334,22,9.090909090909092
019,Eastbound Kingsway @ Knight St,Midday,8.121212121212121,3.3456612941165296,1.7,12.316666666666666,11,9.090909090909092
364,Eastbound Logan Ave @ 203A St,Morning Rush,17.772727272727273,11.284601781797061,2.7333333333333334,30.816666666666666,11,9.090909090909092
