Route,From Stop,To Stop,Time Period,Avg Delay (min),Std Delay,Sample Count,Speed Reduction %
251,Westbound Marine Dr @ 15 St,Westbound Marine Dr @ 17 St,Midday,26.291666666666668,35.97995004937549,2,77.06556300546072
373,Northbound 150 St @ 107A Ave,Westbound 108 Ave @ Oriole Dr,Night,22.933333333333334,,1,97.24381625441696
004,Southbound Blanca St @ W 4th Ave,Westbound University Blvd @ Allison Rd,Morning Rush,16.491666666666667,15.35600226476786,2,92.07828589195681
251,Westbound Marine Dr @ Main St,Westbound Marine Dr @ 11 St,Morning Rush,16.066666666666666,,1,94.60255152109912
180,Northbound North Rd @ Austin Ave,Northbound North Rd @ Cameron St,Night,15.283333333333333,,1,95.52083333333331
350,Westbound 16 Ave @ Everall St,Westbound 16 Ave @ 148 St,Night,13.55,,1,97.95180722891567
157,Burquitlam Station @ Bay 2,Southbound North Rd @ Cottonwood Ave,Morning Rush,12.341666666666667,6.06403560162519,6,89.68037303102562
501,Northbound 200 St @ 84 Ave,Carvolth Exchange @ Bay 4,Midday,10.083333333333334,9.686947116839466,3,83.01072977446266
251,Westbound Marine Dr @ Main St,Westbound Marine Dr @ 11 St,Midday,10.016666666666667,,1,91.61585365853658
134,Brentwood Station @ Bay 2,Eastbound Brentlawn Dr @ Beta Ave,Midday,8.895833333333334,3.1322804081939335,4,95.65273041056297
010,Northbound Granville St @ Balfour Ave,Northbound Granville St @ W 10 Ave,Midday,7.857142857142857,1.6470191127221196,7,94.78617910215357
701,Coquitlam Central Station @ Bay 6,Eastbound Lougheed Hwy @ Westwood St,Night,7.666666666666667,,1,81.70515097690941
134,Brentwood Station @ Bay 2,Eastbound Brentlawn Dr @ Beta Ave,Morning Rush,7.6642857142857155,2.7277284772320445,7,95.2405823462822
413,Eastbound Steveston Hwy @ Hwy 99,Eastbound Steveston Hwy @ Hwy 99,Midday,7.6499999999999995,13.351810114487598,3,25.941358206204892
250,Westbound Mathers Ave @ 20 St,Westbound Mathers Ave @ 22 St,Morning Rush,7.433333333333334,,1,87.79527559055119
010,Northbound Granville St @ Balfour Ave,Northbound Granville St @ W 10 Ave,Morning Rush,7.104545454545455,1.400061326218147,11,95.06457319741793
371,Westbound 108 Ave @ King George Blvd,Gateway Station @ Bay 2,Midday,6.846666666666667,12.556590788196539,5,73.55023908322913
791,Southbound Maple Meadows Way @ 200 St,Maple Meadows Station @ Bay 2,Midday,6.727777777777778,9.941695771588206,3,62.52687958212359
254,Southbound Chartwell Dr @ Bramwell Rd,Eastbound Chartwell Dr @ 1300 Block,Morning Rush,6.7,,1,65.90163934426229
004,Southbound Blanca St @ W 4th Ave,Westbound University Blvd @ Allison Rd,Midday,6.561904761904762,6.46803904599602,7,84.13442986461698
701,Mission City Station @ Bay 1,Haney Place @ Bay 2,Midday,6.483333333333333,,1,18.801353310778154
022,Northbound Knight St @ E 63 Ave,Northbound Knight St @ E 61 Ave,Night,6.466666666666667,,1,92.16152019002375
228,Westbound Coleman St @ Underwood Ave,Southbound Hoskins Rd @ Coleman St,Midday,6.3875,9.467814631100934,4,41.96537623708531
228,Southbound Grand Blvd East @ E 17 St,Southbound Grand Blvd East @ E 15 St,Midday,6.306666666666667,12.69187513507931,5,47.32936663831117
364,Northbound 203 St @ Fraser Hwy,Westbound 64 Ave @ 204 St,Morning Rush,6.103030303030303,8.048653504302644,11,13.354758660114122
157,Burquitlam Station @ Bay 2,Southbound North Rd @ Cottonwood Ave,Midday,6.074999999999999,0.7896025723249775,2,83.02521448001673
010,Northbound Granville St @ Balfour Ave,Northbound Granville St @ W 10 Ave,Night,6.0,,1,94.73684210526315
609,Westbound Ladner Trunk Rd @ 57 St,Westbound Ladner Trunk Rd @ 55B St,Midday,6.0,8.579562278396777,2,37.479492915734525
410,Eastbound Westminster Hwy @ Gilley Rd,Eastbound Westminster Hwy @ Boundary Rd,Midday,5.964583333333334,1.2207348001842795,8,88.90267292846434
375,Westbound 16 Ave @ 154 St,White Rock Centre @ Bay 6,Midday,5.858333333333333,4.68829314277516,4,78.08452427809713
252,Westbound Marine Dr @ Main St,Westbound Marine Dr @ 11 St,Morning Rush,5.85,4.00693842672377,2,83.57315207156309
501,Westbound Fraser Hwy @ 56 Ave,Westbound Fraser Hwy @ 203 St,Morning Rush,5.848148148148148,6.709303472523788,9,65.39511749678341
310,Southbound Harvest Dr @ Ladner Trunk Rd,Ladner Exchange @ Bay 2,Midday,5.836111111111111,6.865156926802884,6,81.84152773511077
320,Westbound 58 Ave @ 177B St,Westbound 58 Ave @ 176A St,Midday,5.683333333333334,11.293223139958268,6,50.05882076438175
601,Southbound Harvest Dr @ Ladner Trunk Rd,Ladner Exchange @ Bay 3,Midday,5.62037037037037,8.026984774365854,9,83.5468335328081
156,Southbound Poirier St @ Winslow Ave,Westbound Winslow Ave @ Poirier St,Midday,5.58,10.156493544088487,5,60.753724252604435
501,Eastbound 86 Ave @ 200 St,Carvolth Exchange @ Bay 4,Midday,5.566666666666666,9.48390449363786,4,39.90966041876996
364,Westbound 64 Ave @ 186 St,Westbound 64 Ave @ 184 St,Midday,5.560416666666667,7.96552560816207,8,25.81023964931078
407,Northbound Knight St Bridge Offramp @ SE Marine Dr,Southbound Knight St @ Mitchell Rd,Morning Rush,5.473333333333334,2.49670894490238,5,69.86322787794688
210,Southbound Mountain Hwy @ Frederick Rd,Southbound Mountain Hwy @ Lynn Valley Rd,Midday,5.433333333333334,8.911284980293246,6,34.110645708300744
157,Eastbound Winslow Ave @ Poirier St,Northbound Poirier St @ Winslow Ave,Midday,5.286111111111111,7.552015306207025,6,65.9141386010824
404,Westbound Steveston Hwy @ Entertainment Blvd,Westbound Steveston Hwy @ Palmberg Rd,Morning Rush,5.280952380952381,8.662046998317326,7,22.02814413015682
026,Southbound Joyce St @ Euclid Ave,Southbound Joyce St @ Kingsway,Midday,5.208333333333334,6.847150664489736,2,58.26581079659055
414,Southbound Minoru Blvd @ Minoru Gate,Eastbound Granville Ave @ Minoru Blvd,Morning Rush,5.183333333333334,,1,87.11484593837535
320,Eastbound 104 Ave @ 150 St,Guildford Exchange @ Bay 1,Midday,5.054166666666666,8.494181386351626,12,53.34692980472161
408,Southbound No. 5 Rd @ Steveston Hwy,Eastbound Steveston Hwy @ Hwy 99,Midday,5.033333333333333,1.5497311594811105,4,90.24514796395346
410,Eastbound Westminster Hwy @ Gilley Rd,Eastbound Westminster Hwy @ Boundary Rd,Morning Rush,5.025757575757575,1.6228980189149222,11,85.66144992271057
156,Northbound North Rd @ Cottonwood Ave,Burquitlam Station @ Bay 5,Midday,5.020833333333333,9.216062618341152,4,35.2054803803982
531,Eastbound 64 Ave @ 19900 Block,Eastbound 64 Ave @ 200 St,Morning Rush,4.9375,7.486547278386422,12,60.44652542346545
325,Newton Exchange @ Bay 12,Northbound 140 St @ 72 Ave,Morning Rush,4.85,,1,88.44984802431611
388,Southbound Hwy 91A Onramp @ Howes St,Southbound Hwy 91 Offramp @ Cliveden Ave,Morning Rush,4.844444444444445,13.45834451323925,3,-81.41464093907953
501,Northbound 200 St @ 84 Ave,Carvolth Exchange @ Bay 4,Morning Rush,4.826666666666666,1.551012214293907,5,77.87837775210313
321,Eastbound 72 Ave @ King George Blvd,Newton Exchange @ Bay 6,Midday,4.807777777777778,6.119202363555038,15,74.66098621049449
595,Northbound 203 St @ Fraser Hwy,Northbound Willowbrook Connector @ Mufford Cres,Morning Rush,4.79,7.344714232731851,10,23.17571685787026
345,King George Station @ Bay 2,King George Station @ Bay 3,Midday,4.75,,1,74.80314960629921
375,Westbound 16 Ave @ 154 St,White Rock Centre @ Bay 6,Morning Rush,4.701851851851853,1.4012505437714389,9,79.18040919063998
R3,Eastbound Lougheed Hwy @ Westwood St,Eastbound Lougheed Hwy @ Shaughnessy St,Night,4.683333333333334,,1,71.50127226463103
408,Southbound No. 5 Rd @ Steveston Hwy,Eastbound Steveston Hwy @ Hwy 99,Morning Rush,4.653333333333333,0.7193168054943989,5,91.6183411500085
134,Southbound Bainbridge Ave @ Lougheed Hwy,Sperling Station @ Bay 4,Midday,4.5600000000000005,8.652469140206295,5,38.45990531479784
602,Northbound 52A St @ 3rd Ave,Westbound Milsom Wynd @ 52 St,Morning Rush,4.516666666666667,,1,81.1377245508982
342,Southbound 152 St @ Panorama Dr,Eastbound Hwy 10 @ 152 St,Midday,4.4875,7.011157491105113,8,56.85592336698639
403,Northbound No. 3 Rd @ Park Rd,Richmond-Brighouse Station @ Bay 4,Midday,4.453333333333334,6.985720885942717,10,55.46317007196419
407,Eastbound Bridgeport Rd @ Sexsmith Rd,Bridgeport Station @ Bay 5,Midday,4.433333333333334,3.1086125879919844,5,66.85704577560054
595,Northbound 201 St @ 96 Ave,Southbound 200 St @ Maple Meadows Way,Morning Rush,4.40925925925926,1.8105230810902395,9,81.2892854007133
501,Eastbound 104 Ave @ 150 St,Guildford Exchange @ Bay 1,Midday,4.38611111111111,9.654822725034979,6,50.03168483483059
501,Westbound Fraser Hwy @ 56 Ave,Westbound Fraser Hwy @ 203 St,Midday,4.296666666666667,3.809844703746685,5,71.28176618373291
404,Southbound No. 3 Rd @ Cook Rd,Eastbound Granville Ave @ No. 3 Rd,Morning Rush,4.270833333333334,1.1798756211912684,4,81.44213125302112
256,Eastbound Marine Dr @ 18 St,Eastbound Marine Dr @ 17 St,Midday,4.258333333333333,1.590990257669732,2,88.41461846976553
019,Westbound Kingsway @ E 12 Ave,Westbound Kingsway @ E Broadway,Midday,4.2555555555555555,5.145951817285128,15,64.63464838939325
345,Northbound 152 St @ 88 Ave,Westbound Fraser Hwy @ 152 St,Morning Rush,4.223809523809524,1.6348591836193567,7,72.92650262555355
002,Southbound Burrard St @ Davie St,Westbound Cornwall Ave @ Cypress St,Morning Rush,4.183333333333334,,1,91.6058394160584
345,Northbound 152 St @ 64 Ave,Northbound 152 St @ 64 Ave,Midday,4.154166666666667,3.404827047328869,4,83.8434501123561
148,Southbound Royal Oak Ave @ Sidley St,Westbound Rumble St @ Royal Oak Ave,Midday,4.074999999999999,5.7864904927099134,2,44.65802888700085
R4,UBC Exchange @ Bay 4,Southbound Wesbrook Mall @ Agronomy Rd,Night,4.066666666666666,,1,80.26315789473685
388,22nd Street Station @ Bay 7,Southbound Hwy 91A Onramp @ Howes St,Morning Rush,4.025,2.8402122377659658,2,40.3187201441485
023,Southbound Station St @ National Ave,Northbound Quebec St @ National Ave,Morning Rush,4.019047619047619,1.4515135322798525,7,69.23927380419774
116,Eastbound Central Blvd @ 4500 Block,Westbound Imperial St @ Waverley Ave,Midday,4.016666666666667,6.489179026999058,4,47.20040393473084
640,Northbound Harvest Dr @ Ladner Trunk Rd,Northbound Hwy 17A @ Hwy 10,Morning Rush,4.0025641025641026,4.665127951452007,13,65.42154157379676
531,Eastbound 64 Ave @ 198 St,Eastbound 64 Ave @ 19900 Block,Midday,3.9458333333333333,7.947319312778319,4,16.522878323108387
252,Westbound Marine Dr @ 15 St,Westbound Marine Dr @ 17 St,Midday,3.9333333333333336,5.638065073921884,3,62.7265496593209
640,Eastbound River Rd @ 9500 Block,Northbound Nordel Way @ Nordel Court,Morning Rush,3.9000000000000004,0.9144923708245446,13,90.53012306154451
335,Eastbound 104 Ave @ 150 St,Guildford Exchange @ Bay 1,Midday,3.8984848484848484,5.890149283834713,11,59.5601732995153
326,Eastbound 88 Ave @ 154 St,Northbound 156 St @ 88 Ave,Morning Rush,3.8916666666666666,1.543849805590629,2,72.88359788359787
129,Patterson Station @ Bay 1,Northbound Patterson Ave @ Kingsway,Midday,3.883333333333333,5.525119405446768,3,27.40340443376984
232,Eastbound E Keith Rd @ St. Andrews Ave,Eastbound E Keith Rd @ St. Davids Ave,Midday,3.8357142857142854,3.739583416235574,7,32.65353133519834
044,Eastbound W Georgia St @ Denman St,Burrard Station @ Bay 5,Morning Rush,3.816666666666667,1.9091883092036785,2,50.709296776712506
133,Edmonds Station @ Bay 2,Eastbound Edmonds St @ 18 St,Morning Rush,3.7944444444444443,5.591150414982857,6,45.960446295277215
373,Surrey Central Station @ Bay 6,Westbound 104 Ave @ University Dr,Midday,3.793333333333334,1.5559295185408193,5,64.50493682619611
130,Northbound Willingdon Ave @ Price St,Northbound Willingdon Ave @ Sanderson Way,Midday,3.763888888888889,1.8202691091236014,6,75.15156684640333
351,Southbound Hwy 99 Onramp @ Steveston Hwy,Eastbound Hwy 10 @ Hornby Dr,Midday,3.725925925925926,2.954106265380528,9,27.1728777495058
301,Richmond-Brighouse Station @ Bay 6,Northbound Garden City Rd @ Westminster Hwy,Midday,3.7233333333333336,1.5495787958166065,5,69.84539702250292
101,Lougheed Station @ Bay 4,Westbound Government St @ Cardston Court,Midday,3.711111111111111,1.066189129216416,3,66.36903816058745
183,Coquitlam Central Station @ Bay 5,Northbound Pinetree Way @ Anson Ave,Midday,3.6888888888888887,1.4314263800424671,3,63.05879535519256
041,Westbound E 41 Ave @ Chester St,Westbound E 41 Ave @ Fraser St,Midday,3.665277777777778,5.535498199788825,12,71.9690876845216
321,Westbound 72 Ave @ 138 St,Newton Exchange @ Bay 2,Midday,3.657777777777778,1.6509360820728183,15,79.43031188335871
363,Northbound Best St @ Vine Ave,Westbound 16 Ave @ 154 St,Midday,3.627777777777778,7.6052808163996355,6,50.75603217663724
136,Westbound Broadway @ Fell Ave,Southbound Holdom Ave @ Lougheed Hwy,Midday,3.6066666666666665,3.7765651648613776,5,58.54758410752557
595,Northbound 201 St @ 96 Ave,Southbound 200 St @ Maple Meadows Way,Midday,3.586111111111111,0.25285407883833944,6,78.15149408937238
254,Park Royal @ Bay 5,Eastbound Marine Dr Offramp @ Lions Gate Bridge,Morning Rush,3.5833333333333335,,1,60.39325842696629
160,Lincoln Station @ Bay 1,Coquitlam Central Station @ Bay 1,Midday,3.5738095238095235,2.234497537026891,14,48.45121033430461
301,Scottsdale Exchange @ Bay 8,Northbound Scott Rd @ 80 Ave,Morning Rush,3.5541666666666667,0.7198177729555072,12,60.14573812621444
640,Eastbound River Rd @ 9500 Block,Northbound Nordel Way @ Nordel Court,Midday,3.5479166666666666,0.4235561374685789,8,90.15014103649527
388,22nd Street Station @ Bay 7,Southbound Hwy 91A Onramp @ Howes St,Midday,3.466666666666667,,1,39.02439024390243
101,Southbound 6th St @ 8th Ave,Westbound 6th Ave @ 6th St,Midday,3.413888888888889,5.186214811794251,6,52.076561544227
180,Northbound College Park Way @ Oxford Dr,Northbound Washington Dr @ Yale Rd,Midday,3.3833333333333333,8.845475145833351,9,31.09669441143914
501,Westbound Fraser Hwy @ 203 St,Westbound Fraser Hwy @ 201A St,Morning Rush,3.3666666666666663,5.845706454366084,10,16.429004007390557
105,Northbound 2nd St @ 5th Ave,Eastbound 6th Ave @ 2nd St,Midday,3.3600000000000003,4.491838277488529,5,64.41900723814368
215,Phibbs Exchange @ Bay 13,Eastbound Old Dollarton Rd @ Amherst Ave,Morning Rush,3.3166666666666664,2.973827633480258,8,48.289477560653324
022,Northbound Knight St @ E 43 Ave,Northbound Knight St @ E 41 Ave,Midday,3.288888888888889,7.124712765194957,12,28.55921961723952
110,Eastbound Central Blvd @ 4500 Block,Northbound Bonsor Ave @ Central Blvd,Morning Rush,3.2666666666666666,4.478342947514801,2,52.665952344507375
010,Southbound Granville St @ W Broadway,Southbound Granville St @ W 15 Ave,Midday,3.263333333333333,0.9088607031761127,5,75.97300807685099
016,Eastbound W 12 Ave @ Pine St,Northbound Granville St @ W 10 Ave,Morning Rush,3.2159420289855074,2.6038407832986703,23,61.88104390903342
R2,Phibbs Exchange @ Bay 6,Westbound Cotton Rd @ Brooksbank Ave,Morning Rush,3.2020833333333334,1.2160633968610293,16,51.55123455539741
502,Eastbound Fraser Hwy @ 166 St,Eastbound Fraser Hwy @ 168 St,Midday,3.191666666666667,1.5126881068620774,10,60.46194174171618
229,Westbound E 29 St @ St. Georges Ave,Southbound Lonsdale Ave @ W 29 St,Midday,3.191666666666667,5.050387773890899,6,7.821849428047961
240,Eastbound W 15 St @ Mahon Ave,Eastbound E 15 St @ Lonsdale Ave,Midday,3.1611111111111114,0.8968876225076403,6,75.53554514735737
321,New Westminster Station @ Bay 4,Scott Road Station @ Bay 9,Morning Rush,3.15,,1,28.251121076233183
301,Richmond-Brighouse Station @ Bay 6,Northbound Garden City Rd @ Westminster Hwy,Morning Rush,3.1481481481481484,2.0787022601661245,9,63.63644014594667
160,Westbound Lougheed Hwy @ Westwood St,Coquitlam Central Station @ Bay 2,Midday,3.1378787878787877,3.183447562602278,11,40.25220986059089
595,Westbound Fraser Hwy @ 56 Ave,Northbound 203 St @ Fraser Hwy,Morning Rush,3.1296296296296293,5.099944020510978,9,60.59451559565962
620,Northbound Hwy 17 @ 52 St,Ladner Exchange @ Bay 1,Midday,3.123809523809524,6.562413012776972,7,14.703981271033033
152,Westbound Dewdney Trunk Rd @ Norman Ave,Westbound Mariner Way @ Dewdney Trunk Rd,Midday,3.11,6.864164188012987,5,16.721316683180675
395,Westbound Fraser Hwy @ Fleetwood Way,Westbound Fraser Hwy @ 152 St,Morning Rush,3.1,,1,75.91836734693878
212,Northbound Deep Cove Rd @ Badger Rd,Southbound Panorama Dr @ Naughton Ave,Morning Rush,3.095833333333333,1.7723898388167147,4,79.35355095822618
595,Southbound 202 St @ 8900 Block,Carvolth Exchange @ Bay 12,Midday,3.088888888888889,4.178857720939043,6,61.90894192027998
044,Waterfront Station @ Bay 1,Burrard Station @ Bay 5,Morning Rush,3.0,1.0132456102380443,5,61.472912018929335
595,Westbound 88 Ave @ 204 St,Carvolth Exchange @ Bay 6,Morning Rush,2.993333333333333,0.7022978159030698,10,75.83682709251558
R4,Oakridge-41st Ave Station  @ Bay 4,Westbound W 41 Ave @ Oak St,Midday,2.98859649122807,4.535702174638899,19,38.13938517820445
301,Scottsdale Exchange @ Bay 8,Northbound Scott Rd @ 80 Ave,Midday,2.9805555555555556,1.1101259521467055,6,53.66663642881241
430,Westbound Bridgeport Rd @ Gage Rd,Bridgeport Station @ Bay 11,Midday,2.9759259259259263,2.2010273975891965,9,49.20108784552187
406,Southbound No. 3 Rd @ Cook Rd,Southbound No. 3 Rd @ Granville Ave,Morning Rush,2.9226190476190474,3.330618170740591,14,70.80380787960922
363,Westbound 16 Ave @ 154 St,White Rock Centre @ Bay 3,Morning Rush,2.92037037037037,5.532522391490673,9,40.838105040485786
N24,Westbound W Georgia St @ Granville St,Westbound W Georgia St @ Burrard St,Morning Rush,2.9166666666666665,2.0034692133618845,2,78.36198179979777
375,Westbound 16 Ave @ 154 St,White Rock Centre @ Bay 6,Night,2.9166666666666665,,1,72.91666666666666
183,Eastbound Panorama Dr @ Noons Creek Dr,Eastbound Panorama Dr @ Lansdowne Dr,Midday,2.9099999999999997,3.5212174346697505,5,70.90598946954836
430,Metrotown Station @ Bay 3,Southbound Willingdon Ave @ Maywood St,Morning Rush,2.9075757575757577,1.5020793668253434,11,50.4369740082922
116,Eastbound Central Blvd @ 4500 Block,Westbound Imperial St @ Waverley Ave,Morning Rush,2.9020833333333336,4.598140044091672,8,36.912773698431444
016,Southbound Renfrew St @ E 5th Ave,Southbound Renfrew St @ E 8th Ave,Midday,2.891269841269841,1.9271136955995087,21,64.74258877437859
402,Southbound No. 3 Rd @ Cook Rd,Southbound No. 3 Rd @ Granville Ave,Midday,2.888888888888889,3.9965378535445915,3,57.100805234374455
321,Westbound 72 Ave @ 138 St,Newton Exchange @ Bay 2,Morning Rush,2.887654320987654,1.1913648765481089,27,75.81140967979717
003,Northbound Main St @ E 43 Ave,Northbound Main St @ E 41 Ave,Midday,2.885185185185185,6.559018623898088,9,44.20687308447328
256,Westbound Marine Dr @ 20 St,Northbound 21 St @ Haywood Ave,Morning Rush,2.8833333333333333,,1,89.63730569948186
152,Lougheed Station @ Bay 2,Eastbound Austin Ave @ 500 Block,Midday,2.8833333333333333,,1,74.56896551724137
050,Eastbound Keefer Place @ Taylor St,Westbound E Cordova St @ Columbia St,Midday,2.8833333333333333,0.8956685895029601,2,54.954501086306244
023,Southbound Station St @ National Ave,Northbound Quebec St @ National Ave,Midday,2.8766666666666665,1.3193853787949061,5,61.68309201627035
002,Eastbound W 16 Ave @ Carnarvon St,Northbound Macdonald St @ W 16 Ave,Morning Rush,2.875,0.3181980515339465,2,70.77682186234819
364,Westbound 64 Ave @ 186 St,Westbound 64 Ave @ 184 St,Morning Rush,2.865,3.519517450790627,10,32.8075226127849
240,Eastbound W 15 St @ Mahon Ave,Eastbound E 15 St @ Lonsdale Ave,Morning Rush,2.848484848484848,0.6151537542876101,11,73.76162430116871
609,Southbound Arthur Dr @ Whitworth Cres,Southbound Arthur Dr @ 3700 Block,Morning Rush,2.816666666666667,,1,76.12612612612612
310,Southbound Scott Rd @ 7300 Block,Southbound Scott Rd @ 72 Ave,Morning Rush,2.815,5.95364526784294,10,67.18366793962595
407,Eastbound Bridgeport Rd @ Sexsmith Rd,Bridgeport Station @ Bay 5,Morning Rush,2.8066666666666666,1.8508481539253534,5,55.99681334781819
212,Northbound Banbury Rd @ Gallant Ave,Southbound Deep Cove Rd @ Badger Rd,Midday,2.8000000000000003,1.9327585352432302,2,74.24242424242425
323,Eastbound 76 Ave @ 13000 Block,Eastbound 76 Ave @ 132 St,Midday,2.8000000000000003,5.866287866558658,14,27.905498287653284
144,Eastbound Central Blvd @ 4500 Block,Northbound Bonsor Ave @ Central Blvd,Midday,2.8,,1,81.55339805825243
257,Westbound Dunsmuir St @ Cambie St,Westbound W Georgia St @ Seymour St,Morning Rush,2.788095238095238,0.638421817909145,14,68.24196880453823
002,Eastbound W 41 Ave @ Collingwood St,Eastbound W 41 Ave @ Blenheim St,Morning Rush,2.7802083333333334,5.003921494595421,16,19.17864465538681
405,Northbound No. 5 Rd @ Hartnell Rd,Northbound No. 5 Rd @ Steveston Hwy,Morning Rush,2.779166666666667,4.773211873288424,8,33.54661097403196
257,Eastbound Marine Dr @ 14 St,Park Royal @ Bay 5,Midday,2.776190476190476,1.2732597834654469,7,61.40841838471868
183,Westbound Panorama Dr @ Parkway Blvd,Westbound Panorama Dr @ Lansdowne Dr,Night,2.7666666666666666,,1,73.77777777777777
326,Eastbound 88 Ave @ 154 St,Northbound 156 St @ 88 Ave,Midday,2.755555555555556,0.828374132686254,3,68.90932542697853
211,Southbound Mountain Hwy @ Rupert St,Phibbs Exchange @ Bay 7,Morning Rush,2.7533333333333334,2.6177651622031424,5,47.96051702833566
240,Westbound E 15 St @ St. Andrews Ave,Westbound W 15th St @ Lonsdale Ave,Midday,2.748484848484848,4.912390539043166,11,45.439508214339234
501,Southbound 202 St @ 8900 Block,Carvolth Exchange @ Bay 3,Midday,2.738095238095238,0.9620923516594929,7,62.10840255274514
007,Eastbound Dundas St @ Templeton Dr,Southbound Nanaimo St @ Dundas St,Midday,2.737179487179487,2.0740811647721693,13,57.76614293257854
014,Westbound E Hastings St @ Victoria Dr,Westbound E Hastings St @ Commercial Dr,Midday,2.7333333333333334,4.975456427973887,11,29.507178743720452
406,Southbound No. 3 Rd @ Cook Rd,Southbound No. 3 Rd @ Granville Ave,Midday,2.73125,3.8411249747214122,8,62.56180086394717
110,Northbound Kensington Ave @ Joe Sakic Way,Sperling Station @ Bay 3,Midday,2.7305555555555556,4.7791493509324985,6,21.68311270388497
314,Surrey Central Station @ Bay 14,King George Station @ Bay 1,Midday,2.725,1.025304832720494,2,38.007949776519155
014,Eastbound W 10 Ave @ Highbury St,Northbound Alma St @ W 10 Ave,Midday,2.7216666666666667,4.194875253814079,10,73.9064993059499
R6,Scott Road Station @ Bay 3,Southbound Scott Rd @ 103A Ave,Night,2.716666666666667,,1,35.28138528138528
252,Southbound 17 St @ Duchess Ave,Eastbound Marine Dr @ 17 St,Midday,2.716666666666667,3.464823227814083,2,64.92753623188405
129,Northbound Patterson Ave @ Kingsway,Northbound Barker Ave @ Grange St,Morning Rush,2.7,5.814020941325619,10,51.51758734718585
616,Southbound Harvest Dr @ 4500 Block,Westbound Harvest Dr @ 57 St,Midday,2.7,,1,88.04347826086956
016,Eastbound W 12 Ave @ Pine St,Northbound Granville St @ W 10 Ave,Midday,2.6619047619047618,0.8801327738663636,14,65.10155429090545
403,Westbound Steveston Hwy @ Entertainment Blvd,Westbound Steveston Hwy @ Palmberg Rd,Morning Rush,2.6545454545454548,6.24827572174512,11,-25.92844249394992
614,Southbound 56 St @ View Cres,Southbound 56 St @ 12 Ave,Morning Rush,2.65,,1,78.7128712871287
301,Newton Exchange @ Bay 10,Westbound 72 Ave @ 132 St,Morning Rush,2.65,1.811675099643053,11,43.35214236848334
363,Northbound Johnston Rd @ Thrift Ave,Northbound Johnston Rd @ Russell Ave,Midday,2.630952380952381,4.470473383785243,7,50.127823002664066
257,Eastbound Marine Dr @ 14 St,Park Royal @ Bay 5,Morning Rush,2.629761904761905,1.0537109549382013,14,60.7406149000261
256,Eastbound Marine Dr @ 18 St,Eastbound Marine Dr @ 17 St,Morning Rush,2.6222222222222222,1.9024350867399547,3,74.84856471943552
329,Surrey Central Station @ Bay 14,King George Station @ Bay 1,Midday,2.6,,1,38.04878048780488
010,Marine Drive Station @ Bay 1,Westbound SW Marine Dr @ Ash St,Morning Rush,2.598611111111111,1.84113297262735,12,43.968644259487434
008,Northbound Fraser St @ E 43 Ave,Northbound Fraser St @ E 41 Ave,Midday,2.5949999999999998,4.593171595819383,10,63.542597941851014
342,Eastbound 57 Ave @ 142 St,Northbound 144 St @ 57 Ave,Morning Rush,2.5833333333333335,9.079119817838437,13,14.323890955436166
640,Ladner Exchange @ Bay 4,Northbound Hwy 17A @ Hwy 10,Morning Rush,2.566666666666667,,1,84.15300546448088
749,(Southbound 280 St In 9600-Block Area) (Flag),(Westbound Lougheed Hwy In 27500-Block Area) (Flag),Morning Rush,2.533333333333333,,1,66.96035242290749
R2,Phibbs Exchange @ Bay 6,Westbound Cotton Rd @ Brooksbank Ave,Midday,2.533333333333333,1.9192494675050762,4,39.39865475399725
701,Westbound Dewdney Trunk Rd @ 227 St,Haney Place @ Bay 2,Midday,2.5333333333333328,3.172801075810878,5,55.110849942391624
410,Eastbound Westminster Hwy @ Willett Ave,Eastbound Westminster Hwy @ Boundary Rd,Morning Rush,2.5318181818181817,2.2579299091751,11,52.08573172002073
719,Eastbound Hammond Rd @ Albertan St,Maple Meadows Station @ Bay 5,Morning Rush,2.5266666666666664,3.841740780196163,5,38.009335439712174
256,Westbound Marine Dr @ 20 St,Northbound 21 St @ Haywood Ave,Midday,2.5166666666666666,,1,88.30409356725146
373,Surrey Central Station @ Bay 6,Westbound 104 Ave @ University Dr,Morning Rush,2.5125,1.529388040288591,8,52.14143802365777
010,Marine Drive Station @ Bay 1,Westbound SW Marine Dr @ Ash St,Midday,2.506666666666667,1.1109055365381484,5,62.78050040330429
345,Southbound 152 St @ Panorama Dr,Southbound 152 St @ Hwy 10,Morning Rush,2.5023809523809524,2.521048954440955,7,50.47685797734108
503,Westbound Fraser Hwy @ 201A St,Westbound Fraser Hwy @ 196A St,Night,2.5,,1,49.342105263157904
402,Southbound No. 3 Rd @ Cook Rd,Southbound No. 3 Rd @ Granville Ave,Morning Rush,2.487878787878788,4.932984733793363,11,56.98988531521092
310,Eastbound Hwy 10 @ Hornby Dr,Westbound Bus Access Rd @ Burns Dr,Morning Rush,2.4833333333333334,,1,56.65399239543726
134,Westbound Broadway @ Sperling Ave,Sperling Station @ Bay 4,Midday,2.4833333333333334,2.3632016888581946,5,40.242440184866126
211,Phibbs Exchange @ Bay 12,Eastbound Old Dollarton Rd @ Amherst Ave,Morning Rush,2.4833333333333334,1.4835205874315778,3,43.10173033175843
019,Eastbound Kingsway @ McKinnon St,Eastbound Kingsway @ Joyce St,Midday,2.4761904761904767,1.866434443953908,14,65.37901134191063
