Route,From Stop,To Stop,Time Period,Avg Delay (min),Std Delay,Sample Count,Speed Reduction %
181,Westbound Murray St @ Capilano Rd,Westbound Murray St @ Klahanie Dr East,Morning Rush,-0.07083333333333333,0.025,4,-19.91341991341992
144,Westbound Broadway @ Bainbridge Ave,Westbound Broadway @ Cliff Ave,Midday,-0.07083333333333333,0.21227228695598446,8,-22.403743401280344
251,Eastbound Queens Ave @ 26 St,Eastbound Queens Ave @ 2500 Block,Morning Rush,-0.07083333333333333,0.00833333333333333,4,-21.578947368421048
016,Northbound Renfrew St @ E 5th Ave,Northbound Renfrew St @ E 3rd Ave,Morning Rush,-0.07083333333333333,0.198964791619255,20,-22.842323671047506
319,Southbound Scott Rd @ 80 Ave,Southbound Scott Rd @ 7800 Block,Morning Rush,-0.07101449275362319,0.4222719153430447,23,-24.630405182657015
003,Southbound Main St @ E King Edward Ave,Southbound Main St @ E 28 Ave,Midday,-0.07121212121212121,0.3026816175722629,11,-9.016427526209059
106,Eastbound Edmonds St @ Canada Way,Eastbound Edmonds St @ 6th St,Morning Rush,-0.07121212121212121,0.3225305784355555,22,-27.041211715430688
210,Southbound Mountain Hwy @ Emery Place,Southbound Mountain Hwy @ Kirkstone Rd,Midday,-0.07142857142857142,0.25562455935202183,7,-13.974069408852012
229,Northbound Lonsdale Ave @ E Keith Rd,Northbound Lonsdale Ave @ E 13 St,Morning Rush,-0.07142857142857142,0.4450046073122171,7,-8.23544862567164
026,Southbound Arlington St @ E 49 Ave,Northbound Champlain Cres @ E 54 Ave,Midday,-0.07142857142857142,0.5209245951790277,7,-8.766423911199123
008,Eastbound E Broadway @ Kingsway,Eastbound E Broadway @ Prince Edward St,Morning Rush,-0.07142857142857142,0.19007742140881997,14,-24.31678571543778
403,Westbound Steveston Hwy @ Seaward Gate,Westbound Steveston Hwy @ Shell Rd,Morning Rush,-0.07142857142857142,0.16736119027351598,14,-15.187483654975917
255,Eastbound W 3rd St @ Bewicke Ave,Eastbound W 3rd St @ Forbes Ave,Midday,-0.07142857142857142,0.23779743280283547,7,-3.404606700455809
350,Northbound 128 St @ 24 Ave,Northbound 128 St @ 25 Ave,Morning Rush,-0.07166666666666667,0.09494962927134276,10,-29.91263985611813
049,Westbound E 49 Ave @ Inverness St,Westbound E 49 Ave @ Elgin St,Midday,-0.07166666666666667,0.22763081837414767,20,-33.48402263304647
323,Eastbound 76 Ave @ 13300 Block,Eastbound 76 Ave @ 134A St,Morning Rush,-0.07166666666666667,0.7839415332060039,20,-68.02570503741889
007,Northbound Nanaimo St @ E 1st Ave,Northbound Nanaimo St @ Charles St,Morning Rush,-0.07179487179487179,0.23711075465172382,13,-7.5612866249455895
640,Westbound River Rd @ 8700 Block,Westbound River Rd @ Alexander Rd,Morning Rush,-0.07179487179487179,0.29371381695079696,13,-12.329900137042038
028,Eastbound Burke St @ Boundary Rd,Northbound Smith Ave @ Burke St,Morning Rush,-0.07179487179487179,0.30538262394665977,13,-26.230714437794298
123,Northbound 8th St @ 8th Ave,Northbound 8th St @ 10 Ave,Morning Rush,-0.07187500000000001,0.4442521285303017,16,-25.285253623205424
416,Eastbound Cambie Rd @ St. Edwards Dr,Eastbound Cambie Rd @ Vanguard Rd,Morning Rush,-0.07222222222222219,0.7371742846341874,3,-92.44047619047616
602,Eastbound 8A Ave @ 52A St,Northbound 53A St @ 9th Ave,Morning Rush,-0.0722222222222222,0.48141381290866514,3,-17.415171196683804
362,Eastbound Marine Dr @ 15000 Block,Eastbound Marine Dr @ Fir St,Midday,-0.07222222222222222,0.16442942874387492,3,-19.563152896486233
130,Brentwood Station @ Bay 1,Northbound Willingdon Ave @ Midlawn Dr,Midday,-0.07222222222222222,0.46285289696922527,15,-11.55602596139607
413,Northbound Railway Ave @ Hollymount Gate,Eastbound Williams Rd @ Railway Ave,Midday,-0.07222222222222222,0.2869055851927857,3,-12.088623541305894
320,Westbound 60 Ave @ 174 St,Westbound 60 Ave @ 173B St,Morning Rush,-0.07222222222222222,0.14601179556612692,9,-29.911383317629113
134,Northbound Lake City Way @ Venture St,Northbound Lake City Way @ Express St,Morning Rush,-0.07222222222222222,0.2589151155051343,3,-39.28005545652605
171,Eastbound Lougheed Hwy @ Hastings St,Eastbound Lougheed Hwy @ Shaughnessy St,Morning Rush,-0.07222222222222222,0.4975123300165721,6,-44.78969984731234
744,Eastbound 124 Ave @ 223 St,Southbound 224 St @ 124 Ave,Midday,-0.07222222222222222,0.05853140973807078,3,-13.299663299663303
181,Eastbound Murray St @ Klahanie Dr East,Eastbound Murray St @ Capilano Rd,Midday,-0.07222222222222223,0.02545875386086578,3,-28.472222222222232
361,Eastbound Marine Dr @ Nichol Rd,Eastbound Marine Dr @ Bishop Rd,Midday,-0.07222222222222223,0.12056963563450392,3,-17.33879640383705
733,Northbound 232 St @ 122 Ave,Northbound 232 St @ 124 Ave,Midday,-0.07222222222222223,0.2795499027868694,3,-15.674603174603186
791,Westbound Hammond Rd @ Blakely Rd,Northbound Harris Rd @ Hammond Rd,Midday,-0.07222222222222223,0.025458753860865786,3,-9.571664844560308
745,Southbound 238B St @ Dewdney Trunk Rd,Southbound 238B St @ 118 Ave,Midday,-0.07222222222222223,0.009622504486493762,3,-15.379188712522042
408,Westbound King Rd @ 11500 Block,Southbound Seacote Rd @ Seaport Ave,Midday,-0.07222222222222223,0.12546210878484684,6,-18.11510552364211
746,Northbound Tamarack Lane @ 105 Ave,Northbound Tamarack Lane @ Tamarack Cres,Morning Rush,-0.07222222222222223,0.22525705480792546,6,-40.98280946107034
227,Southbound Mountain Hwy @ Fern St,Southbound Mountain Hwy @ Charlotte Rd,Morning Rush,-0.07222222222222223,0.10732436125371779,6,-23.983164983164986
743,Northbound Laity St @ Lougheed Hwy,Northbound Laity St @ Cook Ave,Midday,-0.07222222222222223,0.12285191326386656,3,-37.36942070275403
129,Eastbound Hastings St @ Madison Ave,Eastbound Hastings St @ Willingdon Ave,Morning Rush,-0.07222222222222223,0.26669823045522095,12,-33.13815343770238
033,Southbound Slocan St @ E 29 Ave,Southbound Slocan St @ Norquay St,Midday,-0.07222222222222223,0.2386691495836087,6,-18.18172993374606
746,Southbound 222 St @ Dewdney Trunk Rd,Southbound 222 St @ 119 Ave,Morning Rush,-0.07222222222222223,0.009622504486493762,3,-39.3939393939394
350,Eastbound North Bluff Rd @ Kerfoot Rd,Eastbound North Bluff Rd @ Archibald Rd,Midday,-0.07222222222222223,0.044305337860837526,6,-23.864201477692532
104,Eastbound Derwent Way @ Caldew St,Eastbound Derwent Way @ 600 Block,Midday,-0.07222222222222223,0.025458753860865782,3,-15.740740740740733
405,Northbound No. 5 Rd @ Kingsbridge Dr,Northbound No. 5 Rd @ 8500 Block,Morning Rush,-0.07222222222222223,0.28995529668221975,6,-25.10430219446614
019,Westbound Kingsway @ Wilson Ave,Westbound Kingsway @ Barker Ave,Morning Rush,-0.07222222222222223,0.21404904452964113,18,-27.58572670045191
010,Northbound Granville St @ W 70 Ave,Northbound Granville St @ W 67 Ave,Midday,-0.07222222222222223,0.11086778913041724,9,-10.014221342094826
N19,Eastbound Kingsway @ Arcola St,Eastbound Kingsway @ Sperling Ave,Morning Rush,-0.07222222222222223,0.009622504486493762,3,-12.472766884531596
363,Southbound Johnston Rd @ Thrift Ave,Southbound Johnston Rd @ Buena Vista Ave,Midday,-0.07222222222222223,0.17405831291925214,6,-8.790543999255434
361,Westbound Russell Ave @ Lee St,Westbound Russell Ave @ Finlay St,Midday,-0.07222222222222223,0.1018350154434631,3,-24.58586883029074
791,Westbound United Blvd @ Leeder St,Westbound United Blvd @ Fawcett Rd,Morning Rush,-0.07222222222222223,0.305807976544953,6,-23.00186741363211
172,Eastbound Riverside Dr @ Skeena St,Westbound Prairie Ave @ Fremont St,Morning Rush,-0.07222222222222223,0.267429464566862,6,-7.468250560355824
316,Southbound 116 St @ 96 Ave,Southbound 116 St @ 94 Ave,Midday,-0.07222222222222223,0.596828035286299,3,-29.824561403508778
373,Eastbound 108 Ave @ 148 St,Eastbound 108 Ave @ Oriole Dr,Morning Rush,-0.07222222222222223,0.2997684291434158,9,-22.75514895231248
009,Eastbound W 10 Ave @ Sasamat St,Eastbound W 10 Ave @ Trimble St,Midday,-0.07222222222222223,0.019245008972987518,3,-17.200854700854702
408,Southbound Garden City Rd @ General Currie Rd,Southbound Garden City Rd @ Jones Rd,Morning Rush,-0.07261904761904761,0.22000457870693202,14,-28.891852369601285
123,Northbound 8th St @ 4th Ave,Northbound 8th St @ 5th Ave,Morning Rush,-0.07261904761904762,0.38467475121804423,14,-54.284722765367114
014,Westbound W 10 Ave @ Crown St,Westbound W 10 Ave @ Camosun St,Midday,-0.07280701754385965,0.04818000145922358,19,-18.633073908857067
407,Southbound Gilbert Rd @ Broadmoor Blvd,Southbound Gilbert Rd @ Woodwards Rd,Morning Rush,-0.07291666666666666,0.3984033112471562,8,-42.46635656010657
157,Westbound Foster Ave @ Schoolhouse St,Westbound Foster Ave @ Gatensbury St,Morning Rush,-0.07291666666666666,0.15834899671897124,8,-17.901277245789437
049,Eastbound Imperial St @ Mandy Ave,Northbound Willingdon Extension @ Imperial St,Morning Rush,-0.07291666666666667,0.41703746941498837,32,-24.506455211654774
212,Southbound N Dollarton Hwy @ Mt Seymour Parkway,Southbound N Dollarton Hwy @ Caddy Rd,Morning Rush,-0.07291666666666667,0.14196397374429132,8,-14.808135610572057
100,Eastbound SE Marine Dr @ Fieldstone Ave,Eastbound SE Marine Dr @ Matheson Cres,Morning Rush,-0.07291666666666667,0.27952740050458424,24,-20.524034168500624
101,Northbound Cariboo Rd @ 7100 Block,Northbound Cariboo Rd @ Stormont Ave,Morning Rush,-0.07291666666666667,0.20058199051917627,8,-45.314715526409074
159,Northbound Golden Dr @ Rocket Way,Northbound Golden Dr @ 100 Block,Morning Rush,-0.07307692307692307,0.1183486808393328,13,-16.903427511186127
403,Northbound No. 3 Rd @ Ackroyd Rd,Lansdowne Station @ Bay 1,Morning Rush,-0.07307692307692308,0.27144490450611924,13,-39.927151279326445
342,Westbound 60 Ave @ 144 St,Southbound 142 St @ 60 Ave,Morning Rush,-0.07307692307692308,0.11232774086360575,13,-7.272055854051799
027,Southbound Boundary Rd @ E Georgia St,Westbound Adanac St @ Skeena St,Morning Rush,-0.07307692307692308,0.2591419657341481,13,-7.57970512267325
026,Westbound Rosemont Dr @ Kerr St,Northbound Kerr St @ E 58 Ave,Morning Rush,-0.0730769230769231,0.3713425630671754,13,-24.65525510370224
009,Commercial-Broadway Station @ Bay 1,Eastbound E Broadway @ Victoria Dr,Morning Rush,-0.07318840579710144,0.3869963044493371,23,-26.22689033822355
214,Westbound Old Dollarton Rd @ Riverside Dr,Westbound Old Dollarton Rd @ Front St,Midday,-0.07333333333333333,0.10967122584241401,5,-15.225806451612902
321,Northbound Oxford St @ Goggs Ave,Northbound Oxford St @ Russell Ave,Midday,-0.07333333333333333,0.0639251105050779,10,-36.94615384615385
183,Westbound Robson Dr @ Madrona Place,Westbound Johnson St @ Robson Dr,Midday,-0.07333333333333333,0.08866290718846924,5,-20.170250896057347
003,Northbound Main St @ E 36 Ave,Northbound Main St @ E 33 Ave,Midday,-0.07333333333333333,0.5161706101333473,10,-15.334615465699324
341,Southbound 144 St @ 84 Ave,Southbound 144 St @ 82 Ave,Midday,-0.07333333333333333,0.03651483716701108,5,-10.999999999999986
350,Westbound 16 Ave @ 146 St,Westbound 16 Ave @ 145 St,Midday,-0.07333333333333333,0.16691647944739044,5,-26.709807886754298
116,Eastbound North Fraser Way @ Wiggins St,Eastbound North Fraser Way @ 8200 Block,Midday,-0.07333333333333333,0.048016200969626444,5,-22.846003898635487
014,Westbound W 10 Ave @ Crown St,Westbound W 10 Ave @ Camosun St,Morning Rush,-0.07333333333333333,0.0825679133650616,15,-25.65484697334542
744,Westbound Maple Cres @ Dartford St,Westbound Maple Cres @ 206 St,Morning Rush,-0.07333333333333333,0.040138648595974324,5,-24.78637770897834
744,Southbound Ditton St @ Princess St,Westbound Princess St @ Hampton St,Morning Rush,-0.07333333333333333,0.009128709291752767,5,-35.384615384615394
134,Eastbound Curtis St @ Fell Ave,Kensington Ave @ Union St,Morning Rush,-0.07333333333333333,0.4676048769930167,10,-14.738949010317715
157,Eastbound Rochester Ave @ Goyer Court,Northbound Schoolhouse St @ Madore Ave,Midday,-0.07333333333333333,0.0769198717280955,5,-14.532172420394483
022,Northbound Knight St @ E 30 Ave,Northbound Knight St @ E 28 Ave,Midday,-0.07361111111111111,0.3140207106768704,12,-29.852294421572264
371,Westbound 114 Ave @ 124 St,Southbound 124 St @ 112A Ave,Morning Rush,-0.0738095238095238,0.31133778590337685,7,-15.07847899057288
028,Southbound Boundary Rd @ E 1st Ave,Eastbound Lougheed Hwy @ Boundary Rd,Midday,-0.0738095238095238,1.1668990698228527,7,-95.81640341284515
227,Westbound Ross Rd @ 1700 Block,Southbound Hoskins Rd @ Ross Rd,Morning Rush,-0.07380952380952381,0.12354978860585017,7,-31.068722943722943
227,Eastbound Lynn Valley Rd @ Peters Rd,Eastbound Peters Rd @ Henderson Ave,Morning Rush,-0.07380952380952381,0.1373887236117338,7,-15.855822828742038
212,Eastbound Dollarton Hwy @ 3000 Block,Eastbound Dollarton Hwy @ Sleil-Waututh Rd,Morning Rush,-0.07380952380952381,0.041785544701867246,7,-22.370509607351714
408,Southbound Garden City Rd @ Francis Rd,Southbound Garden City Rd @ Glenallan Gate,Morning Rush,-0.07380952380952381,0.28672288400128126,14,-25.586207097590574
009,Westbound E Broadway @ Fraser St,Westbound E Broadway @ St. George St,Midday,-0.07395833333333333,0.15395631294720039,16,-10.306121799040724
106,Northbound 6th St @ 13 Ave,Northbound 6th St @ 15 Ave,Midday,-0.07407407407407407,0.3022038393102033,9,-54.94635579307883
028,Southbound Smith Ave @ Belleville Ave,Westbound Burke St @ Smith Ave,Midday,-0.07407407407407407,0.2178032864879184,9,-10.44927905324253
320,Eastbound 60 Ave @ Enterprise Way,Eastbound Fraser Hwy @ 196 St,Midday,-0.07407407407407407,0.3770417666879367,9,-6.70951214404577
401,Eastbound Westminster Hwy @ No. 2 Rd,Eastbound Westminster Hwy @ 6300 Block,Midday,-0.07407407407407407,0.21812189366000645,9,-62.36254984173963
041,Westbound E 41 Ave @ Killarney St,Westbound E 41 Ave @ Earles St,Midday,-0.07407407407407408,0.09722222222222221,9,-14.059328471093158
014,Westbound E Hastings St @ Templeton Dr,Westbound E Hastings St @ Lakewood Dr,Midday,-0.07407407407407408,0.133622371897841,9,-19.514065573178883
010,Southbound Granville St @ W 15 Ave,Southbound Granville St @ Angus Dr,Morning Rush,-0.0740740740740741,0.4842026027334293,9,-21.30438115621662
049,Eastbound E 49 Ave @ Vivian St,Eastbound E 49 Ave @ Killarney St,Midday,-0.07416666666666667,0.3168501315258575,20,-25.036743648879842
104,Eastbound Derwent Way @ Chester Rd,Eastbound Derwent Way @ Annance Court,Morning Rush,-0.07424242424242423,0.12164694734344877,11,-17.68001353892528
041,Westbound E 41 Ave @ Victoria Dr,Westbound E 41 Ave @ Commercial St,Midday,-0.07424242424242423,0.16854996561581054,11,-17.424242424242422
350,Eastbound North Bluff Rd @ Bishop Rd,Eastbound North Bluff Rd @ Phoenix St,Morning Rush,-0.07424242424242423,0.020225995873897267,11,-32.42757242757242
170,Northbound Western Dr @ Lamprey Dr,Northbound Western Dr @ Aire Cres,Morning Rush,-0.07424242424242426,0.48455957301242103,11,-42.10331441789243
130,Westbound Hastings St @ MacDonald Ave,Westbound Hastings St @ Ingleton Ave,Morning Rush,-0.07430555555555556,0.4083364142642323,24,-39.14180405250287
401,Northbound No. 1 Rd @ Youngmore Rd,Northbound No. 1 Rd @ Pacemore Ave,Morning Rush,-0.07444444444444445,0.24437047943017015,15,-15.361139679015164
008,Southbound Fraser St @ E 27 Ave,Southbound Fraser St @ E 29 Ave,Morning Rush,-0.07444444444444445,0.11423775448714207,15,-13.293012633518872
119,Westbound Kingsway @ Nelson Ave,Westbound Kingsway @ McMurray Ave,Morning Rush,-0.07450980392156863,0.029532025377136215,17,-17.52035911516088
406,Northbound Railway Ave @ Francis Rd,Northbound Railway Ave @ 8600 Block,Morning Rush,-0.07450980392156864,0.22677675383167334,17,-41.11896282095245
100,Westbound SW Marine Dr @ Ash St,Westbound SW Marine Dr @ Heather St,Morning Rush,-0.07460317460317462,0.32161135308608496,21,-12.529927137688581
240,Eastbound Marine Dr @ Fell Ave,Eastbound W Keith Rd @ Bewicke Ave,Midday,-0.07499999999999998,0.557705436171599,12,-66.91518144221763
253,Eastbound Marine Dr @ Sherman St,Eastbound Marine Dr @ Rose Cres,Midday,-0.075,0.01178511301977579,2,-17.59259259259259
413,Eastbound Moncton St @ No. 1 Rd,Eastbound Moncton St @ 4300 Block,Morning Rush,-0.075,0.01178511301977579,2,-15.517241379310352
314,King George Station @ Bay 1,Southbound King George Blvd @ 98 Ave,Morning Rush,-0.075,0.16694421334796353,4,-12.604083971232525
430,Eastbound Bridgeport Rd @ McLennan Ave,Eastbound Bridgeport Rd @ Shell Rd,Midday,-0.075,0.3382553276249565,6,-18.329139513895743
253,Eastbound Marine Dr @ Gables Lane,Eastbound Marine Dr @ Radcliffe Ave,Midday,-0.075,0.01178511301977579,2,-21.88995215311003
123,Westbound Canada Way @ Beta Ave,Westbound Canada Way @ Willingdon Ave,Morning Rush,-0.075,0.2336764875949244,14,-34.69146208575097
251,Eastbound Queens Ave @ 19 St,Eastbound Queens Ave @ 18 St,Midday,-0.075,0.08249579113843054,2,-28.939393939393952
104,Southbound Audley Blvd @ Belgrave Way,Westbound Cliveden Ave @ 800 Block,Morning Rush,-0.075,0.1399404635312222,10,-16.288047235735423
009,Westbound W 10 Ave @ Wallace St,Westbound W 10 Ave @ Crown St,Morning Rush,-0.075,0.2516611478423583,8,-23.356331168831165
618,Southbound Admiral Blvd @ Cove Link Rd,Southbound Admiral Blvd @ Commodore Dr,Midday,-0.075,0.10606601717798213,2,-12.857142857142856
229,Southbound Lonsdale Ave @ W 29 St,Southbound Lonsdale Ave @ W 27 St,Midday,-0.075,0.17756063127218763,6,-15.668047758065896
229,Eastbound E 29 St @ Lonsdale Ave,Eastbound E 29 St @ St. Georges Ave,Midday,-0.075,0.0927960727138337,4,-18.076352994831254
136,Eastbound Halifax St @ Holdom Ave,Eastbound Halifax St @ Warwick Ave,Midday,-0.075,0.02886751345948129,4,-25.73412698412698
147,Eastbound Rumble St @ Nelson Ave,Eastbound Rumble St @ Arthur Ave,Morning Rush,-0.075,0.12127155529412818,10,-44.25708699902249
360,Southbound 148 St @ 18A Ave,Southbound 148 St @ 17 Ave,Morning Rush,-0.075,0.1352980249506827,6,-23.184778184778178
323,Southbound 138 St @ 75A Ave,Southbound 138 St @ 74 Ave,Midday,-0.075,0.21361259766301677,14,-14.98691115262048
152,Westbound Rochester Ave @ Donald St,Westbound Rochester Ave @ Guilby St,Morning Rush,-0.075,0.07211530547637315,10,-44.449494949494955
033,Southbound Cambie St @ W 18 Ave,Southbound Cambie St @ W 20 Ave,Morning Rush,-0.075,0.5338302609207796,12,-42.45082447075198
253,Eastbound Marine Dr @ 27 St,Eastbound Marine Dr @ 26 St,Midday,-0.075,0.31819805153394637,2,-100.6578947368421
116,Eastbound North Fraser Way @ 5000 Block,Eastbound North Fraser Way @ 5100 Block,Morning Rush,-0.075,0.17342768087542187,10,-19.35952264250399
314,Westbound 92 Ave @ Scott Rd,Northbound Scott Rd @ 93A Ave,Midday,-0.075,0.05892556509887896,2,-7.371794871794869
N19,Eastbound Kingsway @ Joyce St,Eastbound Kingsway @ Wessex St,Morning Rush,-0.075,0.10606601717798213,2,-21.428571428571423
403,Northbound No. 3 Rd @ Alderbridge Way,Northbound No. 3 Rd @ Leslie Rd,Midday,-0.075,0.20369069441164708,12,-8.934195017391746
227,Eastbound Ross Rd @ Wembley Dr,Northbound Duval Rd @ Robinson Rd,Midday,-0.075,0.00962250448649376,4,-16.022799040040425
230,Northbound Princess Ave @ E Osborne Rd,Northbound Princess Ave @ Wellington Dr,Morning Rush,-0.075,0.08740073734751262,6,-17.986383182035357
110,Northbound Eastlake Dr @ Beaverbrook Dr,Northbound Eastlake Dr @ Centaurus Dr,Midday,-0.075,0.3622205180600675,4,-41.27498588368152
614,Eastbound 12 Ave @ 52 St,Southbound 53A St @ 11A Ave,Morning Rush,-0.075,0.01178511301977579,2,-12.349849849849857
254,Westbound Eyremount Dr @ 1000 Block,Eastbound Eyremount Dr @ Kenwood Rd,Midday,-0.075,0.10606601717798213,2,-12.499999999999993
352,Westbound 16 Ave @ Everall St,Westbound 16 Ave @ 148 St,Morning Rush,-0.075,0.01178511301977579,2,-22.02380952380954
252,Westbound Inglewood Ave @ 17 St,Westbound Inglewood Ave @ Sinclair St,Morning Rush,-0.075,0.01178511301977579,2,-18.416666666666675
049,Eastbound W 49 Ave @ Angus Dr,Eastbound W 49 Ave @ Marguerite St,Midday,-0.075,0.21291625896895083,16,-29.812564625361226
183,Westbound Panorama Dr @ Parkway Blvd,Westbound Panorama Dr @ Lansdowne Dr,Midday,-0.075,0.3403837703403485,6,-32.091154103349226
362,Eastbound Marine Dr @ 15000 Block,Eastbound Marine Dr @ Fir St,Morning Rush,-0.075,0.10606601717798213,2,-17.30769230769231
116,Northbound Sussex Ave @ Victory St,Northbound Sussex Ave @ Hurst St,Midday,-0.075,0.27703790354390134,6,-36.55072023493075
136,Southbound Production Way @ Broadway,Southbound Production Way @ Eastlake Dr,Midday,-0.075,0.1220958943101995,4,-15.969776227840745
609,Northbound Arthur Dr @ 3800 Block,Northbound Arthur Dr @ 3900 Block,Morning Rush,-0.075,0.10206207261596575,6,-32.15725806451614
215,Northbound Ellis St @ Dollarton Hwy,Eastbound Plymouth Dr @ Ellis St,Morning Rush,-0.075,0.03883215816738117,8,-19.29173634336677
601,Northbound 52 St @ Hwy 17,Northbound 52 St @ Canoe Pass Way,Midday,-0.075,0.22503086208093526,6,-33.45590340686852
252,Westbound Mathers Ave @ 22 St,Westbound Mathers Ave @ 23 St,Morning Rush,-0.075,0.3292809225052765,4,-29.926429586458724
618,Eastbound Admiral Way @ Ferry Rd,Eastbound Admiral Way @ 5300 Block,Midday,-0.07500000000000001,0.1767766952966369,2,-44.44444444444445
253,Westbound Thompson Cres @ Mathers Ave,Northbound Thompson Cres @ Thompson Place,Midday,-0.07500000000000001,0.035355339059327376,2,-56.4935064935065
211,Westbound Mt Seymour Parkway @ Mt Seymour Rd,Westbound Mt Seymour Parkway @ Parkgate Ave,Midday,-0.07500000000000001,0.239018052936655,4,-14.85888809258375
314,Westbound 96 Ave @ King George Blvd,Westbound 96 Ave @ 134 St,Midday,-0.07500000000000001,0.22391714737574003,2,-9.994146912496342
251,Westbound Queens Ave @ 15 St,Westbound Queens Ave @ 17 St,Midday,-0.07500000000000001,0.03535533905932738,2,-37.987012987012996
009,Westbound W Broadway @ Balaclava St,Westbound W Broadway @ Blenheim St,Midday,-0.07555555555555556,0.3269548453524904,15,-14.536085090920796
342,Westbound 60 Ave @ 152 St,Westbound 60 Ave @ 150 St,Morning Rush,-0.07564102564102564,0.6552711972003211,13,-30.083889981510538
007,Eastbound W Cordova St @ Homer St,Eastbound W Cordova St @ Carrall St,Morning Rush,-0.07564102564102564,0.36174828729632347,13,-16.4568935634674
183,Westbound Forest Park Way @ Aspenwood Dr,Westbound David Ave @ 1300 Block,Morning Rush,-0.07575757575757577,0.2826819607068886,11,-13.239289142731542
049,Eastbound W 49 Ave @ Angus Dr,Eastbound W 49 Ave @ Marguerite St,Morning Rush,-0.07580645161290323,0.19244232948915238,31,-27.762241931425024
375,Southbound 152 St @ 102A Ave,Southbound 152 St @ 101 Ave,Morning Rush,-0.07592592592592592,0.2936966394928323,9,-21.911918741628885
701,Eastbound Dewdney Trunk Rd @ 232 St,Eastbound Dewdney Trunk Rd @ 234 St,Morning Rush,-0.07592592592592592,0.28916920161126053,9,-32.9288120010306
031,Southbound Willingdon Ave @ Maywood St,Westbound Imperial St @ Patterson Ave,Morning Rush,-0.07592592592592592,0.29263068200272974,9,-22.888437217705516
102,Southbound 4th St @ Agnes St,Columbia Station @ Bay 1,Midday,-0.07592592592592592,0.12419493836726751,9,-13.518672861398773
041,Westbound E 41 Ave @ Killarney St,Westbound E 41 Ave @ Earles St,Morning Rush,-0.07592592592592592,0.231379934153398,18,-32.65733831316024
129,Southbound Patterson Ave @ Burke St,Southbound Patterson Ave @ Bond St,Morning Rush,-0.07592592592592592,0.1934897196363111,9,-30.19329233482795
003,Southbound Main St @ E 28 Ave,Southbound Main St @ E 30 Ave,Morning Rush,-0.07604166666666667,0.3144053028249435,16,-19.1624027487144
316,Southbound 123A St @ 99 Ave,Southbound 123A St @ 98 Ave,Morning Rush,-0.07619047619047618,0.06586823467062358,7,-12.82038523689271
010,Southbound Granville St @ Balfour Ave,Southbound Granville St @ W King Edward Ave,Morning Rush,-0.07631578947368421,0.4472244923846344,19,-50.353000200288214
322,Westbound 56 Ave @ Coulthard Rd,Westbound 56 Ave @ 128 St,Morning Rush,-0.07638888888888888,0.18646882553291017,12,-26.209201458989487
033,Westbound E 33 Ave @ Victoria Dr,Westbound E 33 Ave @ Argyle St,Morning Rush,-0.0763888888888889,0.7300705076415195,12,-38.362165992260934
322,Southbound 128 St @ 7000 Block,Southbound 128 St @ 69A Ave,Morning Rush,-0.0763888888888889,0.3012983967858507,12,-48.715803166378585
156,Westbound Brunette Ave @ Blue Mountain St,Westbound Brunette Ave @ Bernatchey St,Midday,-0.07666666666666666,0.16098654188057668,5,-26.944099378881987
722,Northbound Bonson Rd @ 114B Ave,Northbound Bonson Rd @ S Wildwood Cres,Morning Rush,-0.07666666666666666,0.009128709291752767,5,-72.85714285714286
132,Westbound Empire Dr @ Hythe Ave,Westbound Empire Dr @ Delta Ave,Morning Rush,-0.07666666666666666,0.052174919474995085,5,-23.210526315789487
027,Northbound Rupert St @ Seaforth Dr,Northbound Rupert St @ E 17 Ave,Midday,-0.07666666666666666,0.2912139343430454,5,-31.858608855891458
159,Northbound Pitt River Rd @ Pooley Ave,Northbound Pitt River Rd @ Cameron Ave,Midday,-0.07666666666666666,0.8271100961245191,5,-37.302423707192624
026,Southbound Earles St @ Vanness Ave,Southbound Earles St @ Euclid Ave,Midday,-0.07666666666666666,0.5183574485279868,5,-46.92371794871794
410,Southbound No. 3 Rd @ Alderbridge Way,Lansdowne Station @ Bay 3,Midday,-0.07666666666666666,0.2887301150989959,15,-32.53842296712921
609,Southbound Salish Sea Dr @ Canoe Pass Way,Westbound Blue Heron Dr @ Salish Sea Dr,Morning Rush,-0.07666666666666666,0.09472181492255215,5,-14.178904428904422
211,Westbound Mt Seymour Parkway @ 3900 Block,Westbound Mt Seymour Parkway @ 3800 Block,Morning Rush,-0.07666666666666666,0.2837360971739517,10,-40.54447954666692
172,Southbound Riverside Dr @ Riverside Close,Southbound Ottawa St @ Riverside Dr,Midday,-0.07666666666666666,0.10314498964510535,5,-8.776223776223773
321,Northbound 152 St @ 24 Ave,Northbound 152 St @ 26 Ave,Midday,-0.07666666666666666,0.42333187517975757,10,-33.18045421573648
320,Westbound 56 Ave @ 203 St,Westbound 56 Ave @ 201A St,Midday,-0.07666666666666666,0.0190029237516523,5,-15.062450341649448
153,Westbound Como Lake Ave @ Thermal Dr,Westbound Como Lake Ave @ Custer Court,Midday,-0.07666666666666666,0.09098229375970789,5,-38.99413388543823
181,Eastbound Ioco Rd @ Alderside Rd,Eastbound Ioco Rd @ Bentley Rd,Morning Rush,-0.07666666666666667,0.4971585930733438,5,-20.857560175273623
345,Northbound 152 St @ 81 Ave,Northbound 152 St @ 82 Ave,Midday,-0.07666666666666667,0.027888667551135855,5,-14.902277039848201
